source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
2013561070161971072,345.63663253191294,0.18788423,59.47151012042051,0.1890108,0.2986146528142435,0.23552051,1.8635808,-1.030402441773587,0.21945006,-1.5528053435942375,0.2445204,-0.19001405,0.07750392,-0.19203185,19.33972,20.61264,18.275473,2.3371677
2013561070162003328,345.64457455570255,0.33866245,59.47890674286159,0.32122973,0.3703816389295957,0.40729293,4.906863,-3.893905954864588,0.38388762,-2.985766428439195,0.40100977,-0.03719562,-0.006478645,-0.01950282,20.111586,21.282238,19.141375,2.1408634
2013561070162006016,345.6453099269952,0.19495532,59.47425250461906,0.18026087,1.0250997001379154,0.2320273,1.4678793,-1.4632361669196914,0.22566853,-0.1166603073391965,0.23473234,-0.13874517,-0.066526495,-0.11544162,19.42167,20.859741,18.19573,2.664011
2013561070162019328,345.6485677695213,0.404923,59.48197547562568,0.38924754,0.4079832652062621,0.48301503,2.211247,-1.4486637493592245,0.47771996,-1.6706244962991372,0.5283988,-0.028664764,-0.05560844,-0.026290959,20.37229,21.04058,19.499046,1.5415344
2013561074448602880,345.63134267755186,0.45234105,59.47269447931111,0.4564739,1.054639253858066,0.5750002,2.913095,2.3151731229791133,0.5436137,-1.7680766988990348,0.6964911,-0.12678742,0.04507981,-0.09599588,20.361622,21.382431,19.0568,2.3256302
2013561074449084416,345.6327602250453,0.48794428,59.479465447005694,0.44975585,0.3991875084932585,0.5650027,2.301013,-0.4751100565273723,0.60427976,-2.2514287454247697,0.70162636,-0.056531224,-0.09304614,-0.33642253,20.45127,21.275496,19.456211,1.8192844
2013561074456443008,345.6339679301314,0.048822023,59.47215508519334,0.04802054,0.0577518126228095,0.05957711,3.624405,-3.395959877241665,0.057570048,-1.266399413557835,0.062385,-0.15983419,0.14874895,-0.20376422,17.054808,17.724962,16.210348,1.5146141
2013561074456443520,345.642822251809,0.043261472,59.47348936342786,0.041783787,0.1177162309504424,0.051266942,2.5955477,-2.051872218338576,0.05205071,-1.589556083345274,0.053326108,-0.117619276,0.017968202,-0.14572448,16.840654,18.286343,15.674767,2.611576
2013561074459485056,345.62461766475906,0.055326484,59.47281949697471,0.04788632,0.2400189663614853,0.06167007,4.5332055,-3.4104352542485,0.065150015,-2.9864502639189907,0.06122327,-0.14340349,0.027278317,-0.015386345,17.192041,17.869707,16.387268,1.482439
2013561104513624192,345.67786029379806,0.09368397,59.49470427135868,0.09016046,0.2950921170957744,0.112006225,2.7998273,-1.9705522579800447,0.11372593,-1.988958786373297,0.1171616,-0.108191274,0.018405585,-0.13601112,18.193392,18.979746,17.194674,1.7850723
