source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,bp_rp,dist
2013546746445339264,345.6762227271492,0.088059105,59.3340978058602,0.08026208,0.1504551427511345,0.10513166,4.2787976,-3.542704328569066,0.11472316,-2.3994488560981657,0.10837086,-0.10365637,-0.15174995,-0.254733,17.960392,1.7686234,12.308270099735068
2013546810865613952,345.72014955728173,0.20033644,59.34628628332925,0.19423336,0.3245091496746682,0.2502873,2.8161564,-2.33462340406054,0.24644668,-1.5748872338929223,0.24252158,-0.18731081,-0.059094936,-0.038416732,19.390612,1.9191494,11.918068714225448
2013546810865647232,345.7307320387456,0.124271475,59.35030682931882,0.12269083,0.2534399544593649,0.1563511,3.678577,-3.222455669323066,0.15802024,-1.7741783031223433,0.15550062,-0.15668222,-0.10498952,-0.13285175,18.684155,1.741293,11.854141371460893
2013546815157711232,345.7379581096584,0.32721657,59.34867573808367,0.31255648,0.3377305206857539,0.39664203,3.0915093,-2.4890616133579604,0.3982623,-1.83357625884938,0.3877161,-0.108534016,-0.06464749,-0.071896814,19.955069,2.0238323,12.080890553831926
2013546815165126144,345.73680352989544,0.06043061,59.34854954085522,0.06094494,0.3065106568861981,0.076825604,3.0849605,-2.4452080887872736,0.07764362,-1.8809408771865888,0.075989895,-0.16598976,-0.063975446,-0.14601442,17.365986,1.6556358,12.065847876572441
2013546879585142400,345.728713169956,0.04157557,59.35833930362562,0.039546013,0.2950572674981613,0.050893307,4.135202,-3.673331736231393,0.05251078,-1.8990860550458577,0.04993385,-0.18458496,-0.010595588,-0.14201812,16.538025,1.299573,11.357879782245352
2013546883884532736,345.72731725574965,0.02870309,59.36296743252747,0.028052714,0.1918000359590161,0.034985557,2.7927701,-2.310088656334469,0.036775816,-1.5694122847237608,0.035185482,-0.12757365,0.0070019234,-0.13116048,16.057034,1.3309708,11.067842571479922
2013546982664279424,345.6267045378836,0.05419099,59.34225550458776,0.049229525,0.2675740118871385,0.06570393,4.0201774,-3.5278716724194226,0.071670905,-1.9276795604078605,0.064617164,-0.21642491,-0.0017412202,0.089422315,17.231781,1.3483143,12.137221943284162
2013546982664312064,345.61994575209104,0.049534302,59.34965428284597,0.046006918,0.2374868028433097,0.060473777,2.756503,-2.499438748570419,0.06382368,-1.162374896235037,0.05757946,-0.20798728,0.006710481,-0.051584408,17.152924,1.5018444,11.807944969288885
2013546982664320384,345.638528293305,0.27739292,59.35146915146409,0.25712618,0.2971789966973875,0.3431971,2.6768477,-2.3922815137286846,0.35162893,-1.201042363946864,0.33286875,-0.21348321,-0.09431908,0.05515046,19.762728,1.8210545,11.451061936051751
2013547017029074816,345.65968985924826,0.21061985,59.3560123825967,0.18909095,0.3502261384649062,0.25224724,2.7219372,-2.264879636519583,0.26944077,-1.5097225653258086,0.25108057,-0.15550049,-0.1008246,0.09198496,19.253696,1.9087505,11.02007750301899
2013547055683221248,345.6991014210299,0.04966137,59.368776974330885,0.045995917,0.1354771293506767,0.058427952,2.9389489,-2.711244113325374,0.06321725,-1.134273244632222,0.058453504,-0.15960948,-0.019696174,-0.057964418,17.042467,1.1411133,10.34641806658109
2013547085743637888,345.7152980391479,0.33072543,59.3750923137546,0.2994276,0.3450265338453792,0.393634,2.613339,-2.308847086683724,0.39420354,-1.2242410353555515,0.37653995,-0.1322016,-0.045655955,-0.046184197,19.930624,2.0377274,10.170920871124178
2013547124402698496,345.6766005865257,0.04048074,59.35957034796798,0.03839932,0.1649642509508193,0.048586223,2.5717824,-2.1190372568461964,0.05250399,-1.457307748578184,0.049724787,-0.098603785,-0.06233936,-0.16874312,16.52472,1.3222322,10.780601813981397
2013547158762434048,345.7259210100543,0.05042275,59.38803768883994,0.04941316,0.156579711836792,0.061476216,2.874702,-2.5343827724350936,0.060682036,-1.3567667447177922,0.06280422,-0.13890629,-0.012239987,-0.0846933,17.227142,1.3337841,9.612848413212351
2013547188822817024,345.7666402079504,0.13950513,59.36539937573732,0.1336451,0.2547953955862496,0.17538626,3.7557044,-3.0134583085899185,0.17615223,-2.241513773521859,0.16250223,-0.27217636,0.06804434,-0.18027867,18.698917,1.6861229,11.849854963267957
2013547188828267008,345.7606141880136,0.2662946,59.35885499938424,0.25050426,0.2986317513493406,0.32910952,3.2032251,-3.0009249843753816,0.32021296,-1.1203129221699275,0.31542796,-0.13634671,-0.0934631,-0.109120555,19.742493,2.532196,12.034309780866618
