ug,gr,ri,iz
1.811033,0.6978951,0.3459139,0.2116241
1.628732,0.7860699,0.3447962,0.2176428
1.527878,0.6781349,0.2251329,0.2274075
1.604158,0.7559071,0.3414326,0.233017
2.143173,1.004873,0.4155293,0.2778873
1.923794,1.020899,0.5681515,0.4749498
1.811682,0.9365406,0.393362,0.2559338
1.51779,0.6545315,0.2881012,0.1649284
3.013336,1.610121,0.8077021,0.5867958
2.972555,1.728379,0.8001413,0.5969133
1.960634,0.6760664,0.3524361,0.2919312
1.506306,0.7041245,0.2823334,0.1738091
1.497402,0.6845675,0.1686926,0.0632143
1.82255,0.8255138,0.3307743,0.2089624
1.867765,0.8357277,0.3577919,0.2177849
1.957678,0.7077274,0.3684826,0.2945671
1.415075,0.541193,0.2358179,0.1111288
1.693409,0.8247919,0.3578691,0.2240839
1.629322,0.5703707,0.2455034,0.1845646
1.448438,0.6732225,0.280551,0.1896334
1.699528,1.010225,0.4988098,0.2997646
1.845787,0.9515762,0.4781218,0.2934942
2.614042,1.301299,0.5622292,0.3790569
2.228283,0.9524231,0.5349388,0.4763002
2.318199,1.000095,0.3603888,0.2288399
1.896202,0.8887691,0.3325844,0.2366619
1.805023,0.9277935,0.4345207,0.2683105
2.908814,2.163166,0.7811689,0.2427797
1.454596,0.6123095,0.2303677,0.1039419
1.512461,0.6326904,0.2821321,0.1644125
2.389479,1.169147,0.5071983,0.350625
1.565401,0.4206333,0.1446524,0.07775784
1.638535,0.658987,0.2798405,0.2439995
2.043873,0.8164635,0.4851389,0.3776274
2.453014,-0.1779547,-0.1884537,2.262949
1.615866,0.7814541,0.3307991,0.174118
1.390753,0.9788132,0.3243561,0.2056122
2.426218,-0.2533054,1.276023,1.132668
1.748283,0.7371216,0.3034611,0.1695156
1.538961,0.5567436,0.2939806,0.2784061
1.573013,0.6674538,0.2641945,0.1209717
1.628407,-0.1721468,0.9094296,0.6863022
2.240704,1.051067,0.4426155,0.2733669
1.618607,0.6178217,0.2254305,0.2758512
1.668515,0.6957035,-1.526402,1.993917
2.513292,1.206145,0.4640369,0.2825317
1.918381,0.9291534,0.4181499,0.2913704
1.479202,0.5360184,0.2089586,0.1495228
2.107128,0.9567909,0.3894768,0.2771387
2.009232,1.22962,0.6430988,0.4334841
1.568212,0.5805292,0.244915,0.1188774
1.527018,0.5986996,0.2863855,0.1912937
2.492554,1.510724,0.806571,0.6562004
1.453621,0.6134443,0.3145742,0.1155739
1.80159,0.8420372,0.3374577,0.2234688
2.733551,1.206252,0.477169,0.348341
2.133327,0.9084606,0.3684082,0.2266331
1.843195,0.9063835,0.3567448,0.2476997
2.696728,1.607407,0.8311787,0.6170044
1.778664,0.5073853,0.2397966,0.1468525
3.30357,1.970873,1.022169,0.7779369
2.491796,1.187606,0.4945927,0.3071547
0.775466,0.6873779,0.5176287,1.194694
1.92643,0.7482815,0.4245281,0.3432598
1.442614,0.8149338,0.327013,0.2349339
1.669838,0.8157024,0.3703623,0.2354298
2.110891,0.838501,0.4577827,0.3502932
2.411512,3.064151,-3.051245,1.730311
1.807447,0.831543,0.3114834,0.2225418
2.551503,1.098909,-0.8944159,1.739404
2.634884,1.486595,0.7609854,0.5912771
1.767128,0.9350901,0.4284401,0.2549028
1.439984,0.4881983,0.2129736,0.08942223
1.465368,0.6301231,0.2823954,0.1276875
1.552771,0.696312,0.3142738,0.1416454
1.566252,0.3696985,0.1309795,0.07834435
2.163908,1.004285,0.4439774,0.2715864
1.512468,0.7302322,0.3204231,0.1766472
1.751831,0.5547628,0.2620573,0.1801205
1.543932,0.5955639,0.2680578,0.168746
1.637348,0.7283945,0.3200636,0.1956205
1.77945,0.8251314,0.3337116,0.2343206
3.046245,-0.9686785,0.5769014,-0.4020462
1.657967,0.7795362,0.3373203,0.2384825
1.568991,0.6295424,0.2919168,0.1711016
1.731266,0.8314323,0.3896694,0.2833462
1.575821,0.6188259,0.2679148,0.1797609
